author,date,journal,link,section,summary,title
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249851.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=13&desc=Tennis%2C+anyone%3F+Pippa+Middleton+picks+up+her+racket...%5BDerived+headline%3B+Caption+text+only%5D,Page Six,"Tennis, anyone?Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.","Tennis, anyone? Pippa Middleton picks up her racket...[Derived headline; Caption text only]"
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753250083.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=13&desc=Stamos%27+DUI+anguish,Page Six,"John Stamos opened up Monday about his shameful feelings after his arrest on DUI charges last summer. ""I had a horrific DUI, which I'm so embarrassed by. I could've hurt somebody. It's really stupid and ignorant of me, and I hated myself for that,"" he revealed on Howard Stern's radio show.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Stamos' DUI anguish
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753248561.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=13&desc=Alessandra+Ambrosio+soaks+up+the+sun+in+Brazil.+%5BAKM-GSI%5D+%5BDerived+headline%3B+Caption+text+only%5D,Page Six,Alessandra Ambrosio soaks...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Alessandra Ambrosio soaks up the sun in Brazil. [AKM-GSI] [Derived headline; Caption text only]
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753248857.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=12&desc=Drake%27s+on+a+roll,Page Six,"DRake rented out the basement of the Edition hotel in Miami, which has a bowling alley and ice-skating rink, for last Wednesday, Friday and Sunday.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Drake's on a roll
Ian Mohr,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249758.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Mohr%2C+Ian&pub=New+York+Post&edition=&startpage=12&desc=Leo+parties+on+after+Kelly,Page Six,"""The Revenant"" star, who's getting heavy Oscar buzz for his role, was seen on Sunday at Nikki Beach for the club's 14th anniversary with pals including Lukas Haas, where they were ""surrounded by a gaggle of blondes and brunettes in bikinis."" There were rumors that eternal bachelor [LEO DiCaprio] - who's dated a series of (interchangeable) leggy blond models from Bar Refaeli to Erin Heatherton and Toni Garrn - and [Kelly Rohrbach] were engaged back in October. But a source tells us they split ""five weeks ago,"" and the breakup ""was mutual and they are still friends."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Leo parties on after Kelly
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249697.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=12&desc=Rocco+goes+dark,Page Six,"MADONNA'S son Rocco Ritchie, 15, deleted his Instagram account altogether this week amid an ongoing feud with his famous mom.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Rocco goes dark
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753250332.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=12&desc=Emma+sees+%27God%27,Page Six,"EMMA Stone (above) was spotted at the final performance of ""Hand to God"" on Broadway - and she brought her mom as her date, after having seen the show with a pal once before....Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Emma sees 'God'
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753250290.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=12&desc=Sly+without+style,Page Six,"If Sylvester Stallone gets an Oscar nomination for his latest ""Rocky"" movie, ""Creed,"" he'll most likely be better dressed than when he was broke and wore a rented tux to the 1977 Academy Awards. ""The chauffeur said, 'Hey do you want to...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Sly without style
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249920.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=12&desc=Climate+change+for+Sam%3F,Page Six,"SAM Champion will return to ""Good Morning America"" next week to fill in for meteorologist Ginger Zee while she's on maternity leave. The move had TV insiders buzzing Monday that Champion - who left ""GMA"" in 2013 for the Weather Channel, with drizzly results - could head back to ABC, where he was a ratings hit.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Climate change for Sam?
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249700.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=12&desc=Romance+revival,Page Six,"Emma Roberts (above) and former fianc Evan Peters seem to be on again. Sources said the two spent time together over New Year's, six months after breaking off their engagement.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Romance revival
Lia Eustachewich,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249183.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Eustachewich%2C+Lia&pub=New+York+Post&edition=&startpage=10&desc=Got-Gotti+judge+to+step+down,News,"[John Gleeson] used mob hit man Sammy ""The Bull"" Gravano's testimony to bury [John Gotti] in a cooperation agreement that landed Gravano just five years behind bars for 19 murders. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Got-Gotti judge to step down
Emily Saul,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249738.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Saul%2C+Emily&pub=New+York+Post&edition=&startpage=10&desc=%27I+kill+Muslims%27+hate-crime+rap,News,"[Sarker Haque] was trying to ask him a question when Kolvani screamed, ""I kill Muslims,"" and began striking him in the face, authorities say. Haque suffered minor injuries.  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",'I kill Muslims' hate-crime rap
Emily Saul,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249191.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Saul%2C+Emily&pub=New+York+Post&edition=&startpage=10&desc=Di%24cord+%28discord%29+in+violin+pact,News,"[Samer Hamadeh], the CEO of the wellness company Zeel, approached [Eugenia Choi] in 2008 about buying a rare violin that she would lease from him and play to increase its value by ""removing the instrument from obscurity,"" court papers state. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Di$cord (discord) in violin pact
Jamie Schram,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753250061.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Schram%2C+Jamie&pub=New+York+Post&edition=&startpage=10&desc=%27Early%27+detection+%5BExclusive%5D+Cops+see+links+in+Knick%27s+shooting,News,"NYPD detectives found Early's stolen iPhone 6 near the Sumner Houses in Bedford-Stuyvesant, the same Brooklyn neighborhood where Teron Battle was shot while filming an independent rap video on Dec. 16, law-enforcement sources said. Early was shot in the right knee in the wee hours Wednesday when six bandits converged on an Uber car he and friend Iliana Douge were riding in after a night of partying at a Maspeth, Queens, gentleman's club, where he was flashing cash and bling. New clues: New York Knick Cleanthony Early (right, in hospital) is recovering from being shot in the leg during a night out at a Queens strip club with Iliana Douge (above, Monday). [Instagram; Gregory P. Mango]Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",'Early' detection [Exclusive] Cops see links in Knick's shooting
Rebecca Rosenberg,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249764.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Rosenberg%2C+Rebecca&pub=New+York+Post&edition=&startpage=10&desc=Rage+driver%27s+suicide+mission,News,"""I wanted to go out in a glorious way,"" he told police. ""Now I understand that what I did was wrong.""  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Rage driver's suicide mission
Kathleen Culliton,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249888.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Culliton%2C+Kathleen&pub=New+York+Post&edition=&startpage=9&desc=Gal+killed+by+runaway+taxi,News,"Suhuyn Park, 22 was struck at West 51 Street and Eighth Avenue on Dec. 30 at around 10:30 p.m by a cab that rolled away after the driver got...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Gal killed by runaway taxi
Charles Bremner,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249996.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Bremner%2C+Charles&pub=New+York+Post&edition=&startpage=9&desc=Push+for+les+bags+de+doggy,News,"The French are being urged to adopt the ""Anglo-Saxon"" practice of taking leftovers home from restaurants - as the food industry attempts to meet new obligations to cut waste.  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Push for les bags de doggy
Philip Messing,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249980.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Messing%2C+Philip&pub=New+York+Post&edition=&startpage=9&desc=One-shoed+TSA+staffer+drove+drunk%3A+cops,News,"Off-duty worker Kimberly Fleming, 33, ignored cops' repeated orders to pull over her 2013 Nissan Altima after she was spotted at 1 a.m. traveling in ""safety zones,"" a zebra-striped part of the highway where vehicles are prohibited, along Routes 1 and 9, the sources said. ""I'm not drunk,"" she insisted. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",One-shoed TSA staffer drove drunk: cops
Geoff Earle,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249110.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Earle%2C+Geoff&pub=New+York+Post&edition=&startpage=8&desc=Bubba+to+the+rescue,News,WASHINGTON - Bill Clinton returned to the campaign trail Monday to help his wife fend off a tougher-than-expected...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Bubba to the rescue
Geoff Earle,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249315.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Earle%2C+Geoff&pub=New+York+Post&edition=&startpage=8&desc=Trump%27s+ad+jolt,News,"""That's why he's calling for a temporary shutdown of Muslims entering the United States until we can figure out what's going on. He'll quickly cut the head off ISIS and take their oil. And he'll stop illegal immigration by building a wall on our southern border that Mexico will pay for."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Trump's ad jolt
Geoff Earle,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753250237.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Earle%2C+Geoff&pub=New+York+Post&edition=&startpage=8&desc=Hillary%27s+%27war+on+women%27+An+%27enabler%27%3A+Don,News,"""I think [Hillary Clinton] is an enabler,"" the GOP presidential front-runner told CNN. ""A lot of things happened that were very seedy. Obviously it was a big thing. He was impeached, for heaven's sake."" He tweeted over the weekend about ""what a hypocrite"" [Bill Clinton] is and how Hillary Clinton ""abused those women."" Hillary Clinton, asked in Iowa about [Donald Trump], responded: ""I've adopted a New Year's resolution. I'm going to let him live in his alternative reality and I'm not going to respond."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Hillary's 'war on women' An 'enabler': Don
